BlockId,sequence_length,event_sequence
blk_1075243012,20,0ddc437c 92110a01 e5f52038 5e1d06e1 890a96ff 0ddc437c 081dff7d e5f52038 5e1d06e1 890a96ff 0ddc437c f18fc7c1 19c17602 5e1d06e1 890a96ff 760bb179 5d2465f9 5d2465f9 5d2465f9 305f7c1f
blk_1074513502,10,49c56096 e0a85c05 cf846127 304d78cd 061e4f39 49c56096 b007ec9d 4c73d3b3 304d78cd 061e4f39
blk_1074563976,15,2f0544e5 6c6bc4d3 cdf6d42a 3b0473c1 a1391ac7 2f0544e5 177ae82b cdf6d42a 3b0473c1 a1391ac7 2f0544e5 a3cd6de4 d7d9264a 3b0473c1 a1391ac7
blk_1074394614,15,e9530f0d 8261bf48 b1a8de2b 31123f64 1d11b602 e9530f0d ea935f84 f577b23e 31123f64 1d11b602 e9530f0d f92ad677 b1a8de2b 31123f64 1d11b602
blk_1074572018,15,fd5fe08c 4bf44256 fcf7ec22 4be143c7 ad1eca6e fd5fe08c e3f0e386 fcf7ec22 4be143c7 ad1eca6e fd5fe08c e9612a80 c5bafa4d 4be143c7 ad1eca6e
blk_1074596582,15,5bb1e4f9 99f0422d 7447d61d 42b2e368 581de8a2 5bb1e4f9 859dc0e8 9ec1dea2 42b2e368 581de8a2 5bb1e4f9 7b934c57 9ec1dea2 42b2e368 581de8a2
blk_1075632524,20,4880920e 53ddeaa1 42339954 65192962 8ec73066 4880920e fa155811 3accac60 65192962 8ec73066 4880920e 8992612d 3accac60 65192962 8ec73066 49a078d4 2299b834 2299b834 2299b834 bc479821
blk_1073963747,10,67063772 be8343bc 0e1031e1 1139ff45 b3bbac5f 67063772 b8606d95 04a5bc41 67063772 3b2af2d1
blk_1073925319,12,bf8fb880 b3f89290 01f400b2 bf8fb880 88fdded9 bf8fb880 4a2ad299 01f400b2 cc2fd534 bbbb7e1d 105cc25f 1f064c18
blk_1075222109,15,344c6b7a 9c20b7eb fcf3b881 d9f6f50b 1da943ab 344c6b7a 47c651a0 a10cc339 d9f6f50b 1da943ab 03068bd9 42461680 42461680 42461680 53861102
blk_1074925778,20,7e9ba0a6 cd7fba52 ce2d6ee2 45539dcf fc975cd6 7e9ba0a6 491e6f6f ce2d6ee2 45539dcf fc975cd6 7e9ba0a6 4042a913 73c928ee 45539dcf fc975cd6 4bfab778 aea6daac aea6daac aea6daac 083efe56
blk_1074682670,20,877e051c b6842bee 73b092fb 2d7a87a7 413fe545 877e051c 8ab1b519 8a97e228 2d7a87a7 413fe545 877e051c 3113a1ac 73b092fb 2d7a87a7 413fe545 16813180 086a1af1 086a1af1 086a1af1 e236fcbb
blk_1074797042,15,ac79fe59 8decb55d 834a2022 991ab700 63fe46a1 ac79fe59 a7b36665 c3aed7b6 991ab700 63fe46a1 6526ad82 a7f48cae a7f48cae a7f48cae ce83f0f6
blk_1075874328,20,4d843d90 56f147aa 19a701a9 6ec0ce11 87f09726 4d843d90 e44cd835 19a701a9 6ec0ce11 87f09726 4d843d90 c3d6fad7 bcf28908 6ec0ce11 87f09726 22a24f31 513766e4 513766e4 513766e4 717fe3e3
blk_1074585851,15,8376e16f 5e9ef5ca d46b5a2a ebe29bec 1d95394f 8376e16f 8042a7d4 52cc467d ebe29bec 1d95394f 8376e16f 7fead7ce 52cc467d ebe29bec 1d95394f
blk_1075432985,20,e1462b45 c63370c4 06feb846 44ba9f4b 2d8cd677 e1462b45 8df1d2b3 9c05fcc5 44ba9f4b 2d8cd677 e1462b45 fca1286e 06feb846 44ba9f4b 2d8cd677 0860c820 8bc0353d 8bc0353d 8bc0353d bd0466a7
blk_1075558882,20,02f4c2fb fa5c4361 352ec2ac a9931d9c 8b37cd36 02f4c2fb 4da8ff74 d9df50ce a9931d9c 8b37cd36 02f4c2fb 0c00b07a d9df50ce a9931d9c 8b37cd36 2f47d700 821641ac 6043b6a9 6043b6a9 6043b6a9
blk_1074337913,15,a9378b78 e5caa5bc ddf0520d 4332fe26 d5cf881d a9378b78 cd29cc9c 60d8d000 4332fe26 d5cf881d a9378b78 3f48450f 60d8d000 4332fe26 d5cf881d
blk_1074574857,15,3ece643c dd7586c6 1ea1d899 3801bb2e 75ba7eba 3ece643c 420c5173 1ea1d899 3801bb2e 75ba7eba 3ece643c 884e104c 21d77790 3801bb2e 75ba7eba
blk_1075837316,20,54667a55 cea6a9bc 5cbda3f9 a5d3c590 a2cd4e23 54667a55 b6341421 6dc06903 a5d3c590 a2cd4e23 54667a55 eb5f1234 5cbda3f9 a5d3c590 a2cd4e23 1e74c074 b44446e5 b44446e5 b44446e5 de9ba74a
blk_1075425278,15,0b30de9f 6df741bc 61729f11 10d34d47 4e0d010b 0b30de9f f803972a 28314ec0 10d34d47 4e0d010b c92c43d3 354a004f 354a004f 354a004f d3b369a8
blk_1075319011,10,1597cfe3 9c26fa8c af468f9f ac1a7934 3cabe1e3 e11ed90d e7cecaf0 e7cecaf0 e7cecaf0 62e86989
blk_1074688051,20,84166b70 694083d4 a0df6313 83dff7b6 423c85a3 84166b70 5214ccc9 63bac9f6 83dff7b6 423c85a3 84166b70 2a3b9ec2 a0df6313 83dff7b6 423c85a3 31499237 dfa15ddb dfa15ddb dfa15ddb 9e50c686
blk_1075143848,20,8c18edf0 ecb77ff3 3a4ab349 f9577776 5de0b11d 8c18edf0 181a2555 3a4ab349 f9577776 5de0b11d 8c18edf0 db5679eb d7400694 f9577776 5de0b11d ccaf057e 98470c96 98470c96 98470c96 9138ed35
blk_1074284530,15,65739ace a24d9c7f 5b7b72cd f0b310bc 4d9b12e2 65739ace 81bc05aa 5b7b72cd f0b310bc 4d9b12e2 65739ace 110169be a8f755f1 f0b310bc 4d9b12e2
blk_1073872444,9,1e49868e 357ca68a aa6f8a67 1e49868e 019a0b6e 3faf8ba3 1e49868e b2d190f7 aa6f8a67
blk_1073862729,50,8eda2343 ad4e109a 74caad14 9b6fe309 397cadc0 9b6fe309 397cadc0 9b6fe309 397cadc0 8eda2343 e203b6fe 8eda2343 e203b6fe ecf9cbc6 397cadc0 420d808a 2e6861f8 8eda2343 e203b6fe 8eda2343 e203b6fe 97a52087 397cadc0 420d808a 2e6861f8 8eda2343 70ad6876 7ae0e405 420d808a 2e6861f8 8eda2343 e203b6fe de7363e9 397cadc0 8eda2343 e203b6fe 8eda2343 e348b121 7ae0e405 420d808a 2e6861f8 d1468ec2 eac3d6b1 45ea0224 e05d2a91 c3df3b06 d1468ec2 eac3d6b1 d1468ec2 eac3d6b1
blk_1075225047,21,eac262f3 64ac6e16 3f1968df 73e4a7bf 215a8c50 eac262f3 2c8a900f 5d89cfcf 73e4a7bf 215a8c50 eac262f3 d2e4879a 5d89cfcf 73e4a7bf 215a8c50 5971877a 851c7e2e ca31d968 391817a5 391817a5 2bd2d155
blk_1074004498,27,bc73a6a3 3ebcf502 f4c18111 25a3c41f bc73a6a3 3ebcf502 8b9e80a3 e0790ef7 bc73a6a3 16bd6fd5 f17f7936 89e99044 e0790ef7 89e99044 e0790ef7 bc73a6a3 3ebcf502 bc73a6a3 7bce5663 74a4f66a bc73a6a3 69cc723c 74a4f66a d7e82c89 6ac77418 d7e82c89 6ac77418
blk_1075184162,20,394d16a5 b406818c e992f60b 3edff6e7 d2bba6d0 394d16a5 5c96f658 e992f60b 3edff6e7 d2bba6d0 394d16a5 9dbb448b 22034409 3edff6e7 d2bba6d0 9d0d0618 9457e6ac 9457e6ac 9457e6ac 2b799f65
blk_1073996372,27,51670cb0 df5e69b9 51670cb0 df5e69b9 51670cb0 c0727f64 243946de 83182c8b 00d13b68 51670cb0 df5e69b9 b46d3571 34b7e586 b46d3571 34b7e586 51670cb0 74c9b0d5 2adff30c ce0493f0 34b7e586 83182c8b 00d13b68 51670cb0 6f44fbe0 243946de 83182c8b 00d13b68
blk_1075666957,20,92d73af5 bd9e2740 d7f5a632 cd248b20 fcacd174 92d73af5 9c3f2ae8 d7f5a632 cd248b20 fcacd174 92d73af5 e2eeaf14 b356069d cd248b20 fcacd174 d9e29b86 dd2cb500 dd2cb500 dd2cb500 1e73b6e0
blk_1075158387,15,7dde695b 052ab027 94fc540d 275acae3 f06ea92d 7dde695b 91be9dcb 94fc540d 275acae3 f06ea92d d51f9eaa d3be0a0c d3be0a0c d3be0a0c 588f2002
blk_1074029002,27,2c86307c c14fd6ab 4d0ed839 235a3d06 2c86307c c14fd6ab 2c86307c c14fd6ab 2c86307c 9836a7a1 9f73f10d b4922680 74715d53 b4922680 74715d53 2c86307c 822dbed8 bd8de85e 88a1abcd 74715d53 4d0ed839 235a3d06 2c86307c 2df64932 9f73f10d 646ab91a 69e07d03
blk_1075215785,20,0e0aa2f2 7ff35d58 90a7efbf da032a5b de14a6ba 0e0aa2f2 f69147cb 970e71a4 da032a5b de14a6ba 0e0aa2f2 800cb09f 90a7efbf da032a5b de14a6ba 53740d01 9d7e41e6 9d7e41e6 9d7e41e6 3c9be43e
blk_1075046671,20,e03a4280 8c17f384 a88b27d7 200fbd66 093783c0 e03a4280 0f7ec2a4 a88b27d7 200fbd66 093783c0 e03a4280 8ef6c9d9 63ede744 200fbd66 093783c0 bc5846df 022cbb58 022cbb58 022cbb58 b26e9d6c
blk_1075154481,20,9bf43354 d124d838 addd7f9a 7a5a9672 aeb1f45d 9bf43354 acec1d4e addd7f9a 7a5a9672 aeb1f45d 9bf43354 8afec549 fb363bfe 7a5a9672 aeb1f45d ea60769f c9b9c400 c9b9c400 c9b9c400 67dfd8bc
blk_1073999406,27,35ba6334 956074f9 35ba6334 956074f9 35ba6334 ca76bce0 a0e6f24a b48e872a 89cf604b b48e872a 89cf604b b5628bc4 299775d2 35ba6334 17ded2e1 9f571a63 4474a6a2 89cf604b 35ba6334 956074f9 b5628bc4 299775d2 35ba6334 f4e21508 a0e6f24a b5628bc4 299775d2
blk_1076028784,31,b6968b19 a79ab452 ae88a38f 91f24b4d 85fe90d9 b6968b19 42190aef 52154e40 91f24b4d 85fe90d9 b6968b19 f4c69458 ae88a38f 02a5dcce b1dc1a12 91f24b4d 85fe90d9 b6968b19 95c66bc6 91f24b4d 85fe90d9 d4565578 47351909 47351909 47351909 38e794ec 40cc3159 7c674190 df66d5dc ac68cd25 6679dd68
blk_1074147643,15,04a4a47c 5e7ee24a f77ebe16 acaf0069 7e19ba91 04a4a47c f4b1e57a f77ebe16 acaf0069 7e19ba91 04a4a47c 825ef058 c355bb23 acaf0069 7e19ba91
blk_1075195704,20,20bd9ec2 353b1e09 44a9a41a c060408e 81116fa8 20bd9ec2 c2d0c860 ea01f391 c060408e 81116fa8 20bd9ec2 7711e1e6 ea01f391 c060408e 81116fa8 f9d5c472 8fb42374 8fb42374 8fb42374 25d2ece4
blk_1074378046,15,6260853f 7cf8b88d de951c3b 5ec420ef 3c820e62 6260853f 91cbf483 10a7bb6f 5ec420ef 3c820e62 6260853f bca7cdfe de951c3b 5ec420ef 3c820e62
blk_1075588097,16,b442b4c8 1f79fbd8 2bd16808 4798ac56 3607b3d4 b442b4c8 38abafce 2bd16808 4798ac56 3607b3d4 d6079e06 7e93311a 7e93311a 7e93311a b2a7ef9a 2e2a0039
blk_1076114432,23,57bcc392 62a7629e bcef5cbf be47a13d da4519a5 57bcc392 edfc2c74 e3187c9c be47a13d da4519a5 57bcc392 2f01ee32 bcef5cbf be47a13d da4519a5 1b4b6c1d 245f5959 245f5959 245f5959 836dc418 6209501c 7beda2de 4d7ea6e8
blk_1074507448,15,73ba2a41 dccc5e7b fb62911f e80f4f07 9721fd17 73ba2a41 864c722b a3a77979 e80f4f07 9721fd17 73ba2a41 9b60d0de fb62911f e80f4f07 9721fd17
blk_1074800366,20,e6841ef5 7daaf792 2f7fda2a 34459126 45c53cf0 e6841ef5 6107b5a7 2f7fda2a 34459126 45c53cf0 e6841ef5 c253ba5d d3b3c470 34459126 45c53cf0 20336052 4dc065dc 4dc065dc 4dc065dc 54b82850
blk_1075572333,20,b2098f04 569b1e9f 0e5157ef f323c6f2 96eca81e b2098f04 e51b51e7 a3e40ad7 f323c6f2 96eca81e b2098f04 b17c0363 a3e40ad7 f323c6f2 96eca81e d9782c94 cfdf425e cfdf425e cfdf425e 8c3ff207
blk_1076070959,28,673946e4 8f79a574 1343bf92 b96a707d cd835188 cd835188 673946e4 ebdb258e 20d2a65e 7358ea1c d82409cb d82409cb d82409cb d82409cb 673946e4 56c5eba5 1343bf92 62db4203 60d21c01 60d21c01 60d21c01 60d21c01 60d21c01 61121fff a0eeaea3 c53ff0be c53ff0be c53ff0be
blk_1075929189,20,2f59d2a8 8fa0691d 03db1be3 95bec910 d126cef2 2f59d2a8 e2bfd5d7 32db331c 95bec910 d126cef2 2f59d2a8 97462e7c 03db1be3 95bec910 d126cef2 3f8ca49c 5f7dd963 5f7dd963 5f7dd963 35fc1403
blk_1074565856,15,dc2ed53a 123c2761 71676e6d c0b1a3ec 6a3f6925 dc2ed53a 92888a52 46e9eb8d c0b1a3ec 6a3f6925 dc2ed53a c13e2f7f 46e9eb8d c0b1a3ec 6a3f6925
blk_1074861760,20,c5c03758 70fe26b1 c363f75a 615babba 33a770ac c5c03758 c3f3e78f 4e14ce05 615babba 33a770ac c5c03758 0eac8801 c363f75a 615babba 33a770ac fdf37bfb 81fd8d28 81fd8d28 81fd8d28 6e8f11e4
blk_1075167300,15,e0ed2b09 0d3821d7 90690c30 63c820b5 fb40a610 e0ed2b09 f4f288ea 90690c30 63c820b5 fb40a610 04e90cd4 411a5548 411a5548 411a5548 172c73f2
blk_1074475500,15,596d3ee2 4a586c1f 8a8a1b52 3793cbae e60e6ba8 596d3ee2 e7e13371 b22e00b5 3793cbae e60e6ba8 596d3ee2 984d987f b22e00b5 3793cbae e60e6ba8
blk_1074065452,15,275c2732 d891f111 f2856d67 9b00b89f aa654e65 275c2732 14d08488 f2856d67 9b00b89f aa654e65 275c2732 0d1e54fb e9d8b173 9b00b89f aa654e65
blk_1074263593,15,1e3f633f a2505961 e0a83ded dac91f78 42ecffee 1e3f633f 456ed57f e0a83ded dac91f78 42ecffee 1e3f633f 52ad8e5e 1eb91d90 dac91f78 42ecffee
blk_1075141566,20,d1e8482c 6807600c 1a4e7bf1 a396a30f 3ccf8803 d1e8482c 0133bbba 922c4aaa a396a30f 3ccf8803 d1e8482c c5670ba4 922c4aaa a396a30f 3ccf8803 0449a7c9 d6d69ad7 d6d69ad7 d6d69ad7 063bf3b8
blk_1074722476,20,2444256c a82b8620 b9140929 071420b9 86cebd29 2444256c af9bde8d b9140929 071420b9 86cebd29 2444256c 3eda60be cbdf53b9 071420b9 86cebd29 4cfb5779 e2ee40b4 e2ee40b4 e2ee40b4 ee6dcdb8
blk_1075964443,20,cbe9b342 8ea32e36 f2df18b5 b5d724fe 037643b9 cbe9b342 7ee67282 f2df18b5 b5d724fe 037643b9 cbe9b342 216e1b28 86b90a40 b5d724fe 037643b9 344f4aea 5d36aab4 5d36aab4 5d36aab4 2b3651bc
blk_1075153930,15,0e53f994 a07cc653 63ca11cc e23d1809 6f9ac0de 0e53f994 7b051fb2 63ca11cc e23d1809 6f9ac0de 97933947 4860dcb3 4860dcb3 4860dcb3 f5b83580
blk_1074629823,15,d9c05d68 58ddc1bc 4876bbc9 e291f967 d30d7aec d9c05d68 e1224487 8c272264 e291f967 d30d7aec d9c05d68 a2c4c8ac 4876bbc9 e291f967 d30d7aec
blk_1075218387,20,a2da2aff f03dacbd a960cc3f 71c91543 5657d544 a2da2aff 506b095e 140cc331 71c91543 5657d544 a2da2aff eb27223d a960cc3f 71c91543 5657d544 656174b2 04e9474d 04e9474d 04e9474d d5cb66f9
blk_1073791475,15,8f49e759 6dea022d cabeeb8d 0187c895 b2321a97 8f49e759 035477a3 9184e1ec 8f49e759 590a9d37 8f49e759 59bd4ede 9184e1ec e64bb664 02de033f
blk_1073933780,9,9f232dae 84a9b79f 2bd2f643 9f232dae 65895215 dbaff037 9f232dae b4a074fe 2bd2f643
blk_1073822385,17,448a3cc3 d67289c6 fcfde514 6ee3e2f5 47f664ba 448a3cc3 7b63a545 ef97cb4a 448a3cc3 0dadbdbe 448a3cc3 4552f134 fcfde514 c6303721 47f664ba 035682e7 221da0a3
blk_1075229074,15,abc8d5d3 4f5c7ce4 f52db1ca 2941e3e2 cf8a4355 abc8d5d3 c61d6291 fa08a748 2941e3e2 cf8a4355 7d42ef06 0f2cddca 0f2cddca 0f2cddca 33a83375
blk_1076134503,20,55f5f53e 38085420 0d4d3d41 6d1988b9 f962ce32 55f5f53e 38eed15e 0d4d3d41 6d1988b9 f962ce32 55f5f53e ef50bc4e a4ae1072 6d1988b9 f962ce32 d7cba571 3288e315 3288e315 3288e315 9fdbc93d
blk_1074296038,10,21cd74ef 427725ab bb398f2c 19b8c489 a1998d06 21cd74ef 715ffa8d 508ca6da 19b8c489 a1998d06
blk_1075280745,21,d76d5a09 554fab6b 97eafa41 b3d56bca 397618e1 d76d5a09 c1cd669c 127e993c b3d56bca 397618e1 d76d5a09 b029039f 97eafa41 b3d56bca 397618e1 e203486d 05365df1 b002051e 92dc9a1a 92dc9a1a a8a6f088
blk_1076192392,20,b2373546 11e5479c 78c0f991 db1dde65 b97cf833 b2373546 26c10258 4d8eca6b db1dde65 b97cf833 b2373546 edc0d2c0 78c0f991 db1dde65 b97cf833 bae5a2cd 22e49453 22e49453 22e49453 0b4afd46
blk_1075799968,20,cb275c3f c531527d 435f048b 3fae98ef 4acdabdf cb275c3f 3f59f35b c30b6892 3fae98ef 4acdabdf cb275c3f ca105eb0 c30b6892 3fae98ef 4acdabdf 6e6d1b95 971f5b7b 971f5b7b 971f5b7b 505977a1
blk_1073777691,33,d3a45424 97b4cf75 e47f8305 f4af4931 838bc4c1 d3a45424 03fb912f 0a3b93ad 81badfbd d3a45424 03fb912f f4af4931 838bc4c1 d3a45424 03fb912f d3a45424 2b262016 06d1ae6d ee3bb965 81badfbd ee3bb965 81badfbd d3a45424 03fb912f ff299d8e 81badfbd d3a45424 8f63294d e47f8305 0f8e979c 2dd00210 0f8e979c 2dd00210
blk_1075328028,15,b0046195 85b31c17 6e833cee 11cb8b61 7e3b3f19 b0046195 2faf6a0b 6e833cee 11cb8b61 7e3b3f19 33895df4 d8df6ac1 d8df6ac1 c43ca358 94b25721
blk_1075749420,20,b2670d9f e22c39be 080f8e61 df28c462 4c9671a4 b2670d9f f3685b74 454aa616 df28c462 4c9671a4 b2670d9f 44a031ab 080f8e61 df28c462 4c9671a4 7264adc8 86e0262b 86e0262b 86e0262b a36af3c5
blk_1073840624,9,4b0172c7 d6410760 728eea46 4b0172c7 efb43b24 a9812a17 4b0172c7 8ff24572 a9812a17
blk_1075433183,20,7ceb750e 14c0caeb 6b8d9dbb 272bc667 abf1a148 7ceb750e 4a197d35 994cb323 272bc667 abf1a148 7ceb750e a5de7054 6b8d9dbb 272bc667 abf1a148 c2315b70 f30f08da f30f08da f30f08da 7f6a8493
blk_1075008434,20,4347ef8e 9e58a451 4a17aa04 29c88bd3 6584e913 4347ef8e 6f636e52 b97968c0 29c88bd3 6584e913 4347ef8e ff4d2d0c b97968c0 29c88bd3 6584e913 d1a5c7a3 19b19bcd 19b19bcd 19b19bcd 08794484
blk_1074919228,20,3fb28a94 d68ef581 7216ae21 a9e02bc9 c0274bfc 3fb28a94 40369f96 4fdbad82 a9e02bc9 c0274bfc 3fb28a94 fc1b0a0b 7216ae21 a9e02bc9 c0274bfc 359293e7 1794a463 1794a463 1794a463 136420dd
blk_1074156231,15,ffb73761 5b787e7b 00fbc758 7fe1ae07 319a29b1 ffb73761 da66bb8c 00fbc758 7fe1ae07 319a29b1 ffb73761 b7b96c02 020f5868 7fe1ae07 319a29b1
blk_1074105158,10,0049c968 de4539fc ad048aec 9d951f3c 0ea9850e 0049c968 2ab7fa4e ad048aec 9d951f3c 0ea9850e
blk_1073781840,9,30545538 d1ed562f 76e46494 30545538 6bf583a7 3421f079 30545538 4db25542 76e46494
blk_1073943286,15,f1dbebe8 937943b5 8a61a47e f1dbebe8 d64e127c f1dbebe8 d9dc17b4 dc2a2494 acd54767 e5e2bc5b f1dbebe8 45c9e8f7 8a61a47e 254cb5b9 ced63f37
blk_1075356111,20,7df36361 79c4acdc c9325105 8f31e0bb 3f780893 7df36361 cd372a29 a3b4c3d9 8f31e0bb 3f780893 7df36361 c638155f a3b4c3d9 8f31e0bb 3f780893 859e6ac9 5e422418 5e422418 5e422418 c4f5b117
blk_1074907601,20,c5dc0223 fe4895a1 62fe33ab 0da04be3 4b8a30ee c5dc0223 7d10e087 fab2106b 0da04be3 4b8a30ee c5dc0223 8765017a 62fe33ab 0da04be3 4b8a30ee 1da05e70 7b77f35f 7b77f35f 7b77f35f 941b0194
blk_1073766041,18,11c85a75 7708d91a 825bb94c 8150692a 11c85a75 0ed23296 f3338b8c 11c85a75 61283e8f a5d7af4a bbd12415 8150692a 11c85a75 7708d91a 9579bae0 245a7941 9579bae0 245a7941
blk_1074635469,15,e8258705 e6c4b6e4 4fe3132f ce4f389e d32bc553 e8258705 7e9b84b8 4fe3132f ce4f389e d32bc553 e8258705 2bf8ba31 ed1729df ce4f389e d32bc553
blk_1075343784,20,57bb6ceb bd9515a1 0a5d28df 5ea192b9 3782e385 57bb6ceb af0d9c3f 4a5fdf0d 5ea192b9 3782e385 57bb6ceb 72a5328d 0a5d28df 5ea192b9 3782e385 37b7cf5f 9ac1c590 9ac1c590 9ac1c590 4ed9b0a0
blk_1074673061,15,3f0b2864 7c351c7d f9da6242 18b51a19 cec0ae30 3f0b2864 b9b32f20 5b23ee0f 18b51a19 cec0ae30 e23bcab9 b4c86111 b4c86111 b4c86111 b58f739e
blk_1074393581,15,46d0b63a c4b793fb 68e4c966 f9aebe4f c6137517 46d0b63a 45bc385b 68e4c966 f9aebe4f c6137517 46d0b63a f59b0130 cd71dc20 f9aebe4f c6137517
blk_1075365601,20,c3d874cb b0077119 18bf634a e31e0060 ee1a0b3b c3d874cb a7c9c105 18bf634a e31e0060 ee1a0b3b c3d874cb 59a17f1d 4d7ddbb4 e31e0060 ee1a0b3b c561cf88 8dbdc40b 8dbdc40b 8dbdc40b df74ad04
blk_1075248788,20,c05b1144 35f37ba7 a6b9b4f6 b4f74ea8 5eebde1c c05b1144 2521f766 59cbbc07 b4f74ea8 5eebde1c c05b1144 0cf6697f 59cbbc07 b4f74ea8 5eebde1c c79a022f 9e23d67e 9e23d67e 9e23d67e e66dff1e
blk_1074752621,15,8fe18cc7 92adfd2f bf83efd0 d7a7af75 958b7eb3 8fe18cc7 a3201c06 ec65bc38 d7a7af75 958b7eb3 95ec103a 3882c2f8 3882c2f8 3882c2f8 0968343b
blk_1075768758,20,24b09bd7 4ecd9066 709deb31 e5c2b7af 479f6ee1 24b09bd7 a4a67f66 8712bf06 e5c2b7af 479f6ee1 24b09bd7 dee28df8 709deb31 e5c2b7af 479f6ee1 15028ab4 52271717 52271717 52271717 423373d4
blk_1073928922,26,a1ad4511 5778aca7 70e24fe4 a1ad4511 af5a41ca a1ad4511 af5a41ca 4f6bb89c 2af26be2 a1ad4511 38335d81 70e24fe4 d7454e84 3fc02d49 a1ad4511 f21b483a db3fee3e edb22662 2af26be2 40c79e81 c771d81b 3e7fa667 3417f1eb 98aa657b 40c79e81 c771d81b
blk_1075742660,10,410bd872 6690539f 42a55443 5adbe77c 24a14c03 4815f909 a8b74d84 a8b74d84 b2131427 02ca8d6e
blk_1074913405,20,c2ad72a2 6585416f 2a4ea5eb 4adc9f5e 639dd154 c2ad72a2 3cb8a365 57893a35 4adc9f5e 639dd154 c2ad72a2 826ff2db 57893a35 4adc9f5e 639dd154 3333840b c90f4cba c90f4cba c90f4cba 806e8bac
blk_1075622498,20,8373318d cdcacced affb8403 b62c928a d34d729a 8373318d 2691a8d2 affb8403 b62c928a d34d729a 8373318d 8cc840c6 c8bfd200 b62c928a d34d729a e585fa09 660519ee 660519ee 660519ee 43418d8d
blk_1075599090,20,064af420 2cdcae35 801eb121 58ce6d1e 67bf4155 064af420 801c1fec 1a6a9865 58ce6d1e 67bf4155 064af420 47e0fc01 801eb121 58ce6d1e 67bf4155 66e94d7b a31582f1 a31582f1 a31582f1 4a1ad4e8
blk_1075052242,20,ae3e8f86 bb0e8be1 5763df04 c247f534 fc2d9040 ae3e8f86 98944221 25f37908 c247f534 fc2d9040 ae3e8f86 132b9d87 5763df04 c247f534 fc2d9040 ac82ad90 a72c30f8 a72c30f8 a72c30f8 e92aff9a
blk_1073967624,9,ec23be68 6fc37826 82690125 ec23be68 7dec68ce a1ed96e1 ec23be68 fbc1840b 82690125
blk_1075991395,20,9e24de75 b36c994e 8a0954b9 7034a1ee dd2139da 9e24de75 30c59668 04840e49 7034a1ee dd2139da 9e24de75 87a51206 8a0954b9 7034a1ee dd2139da d8f9450a 72e81877 72e81877 72e81877 e862633b
blk_1075145063,20,a92984dd 5983d6de 450c5dfb de65bd06 e251ee3b a92984dd 5bc82934 e6185dbe de65bd06 e251ee3b a92984dd 72e2fad2 450c5dfb de65bd06 e251ee3b e3bc702d e7383f24 e7383f24 e7383f24 4f38133f
blk_1074297943,15,be25964c df514293 3dd26cf5 bf1c9c03 8477f6e3 be25964c f5e7378a f28fa37c bf1c9c03 8477f6e3 be25964c d36768c9 f28fa37c bf1c9c03 8477f6e3
blk_1073917440,15,902066e2 620d243c 902066e2 54ef4111 18de3042 d92d52e9 1e114ce7 902066e2 fc6b65ec 18de3042 902066e2 b731e908 45c2f742 d1dc0dd1 e9eca366
blk_1074156921,15,25578e8e 7752e810 2f177df4 5d55bf8e 048f698d 25578e8e e1caf9bc 93a31292 5d55bf8e 048f698d 25578e8e 55861dbb 2f177df4 5d55bf8e 048f698d
blk_1075469692,20,ddcacbd5 6f3402da 188c66a2 10cf6f4e cdf9f48f ddcacbd5 08ed3089 5d3cc93b 10cf6f4e cdf9f48f ddcacbd5 4c4df504 188c66a2 10cf6f4e cdf9f48f 81748419 01368bc9 01368bc9 01368bc9 ffd211cf
blk_1076024179,20,cbbbf381 2aceeb94 6939059d fd34a84b cbf7d51d cbbbf381 18c5cb32 72750b9c fd34a84b cbf7d51d cbbbf381 96772bd3 6939059d fd34a84b cbf7d51d 8e1acf65 f6f4d9fa f6f4d9fa f6f4d9fa 570efcd8
blk_1074752250,15,f36226b4 74fe557d d6f9178b feee163a 8281108b f36226b4 6dfed24b 2451554f feee163a 8281108b 8c6180be 2b162232 2b162232 2b162232 f9fa73f3
blk_1073968256,9,999c7398 362b0f48 49a7751d 999c7398 d1ad561e 49a7751d 999c7398 ce0c229e 5b7bb3fa
blk_1074134889,10,5cf71d29 84bfddb9 2737867b 6ea52f02 9dfa1a27 5cf71d29 bdf3c7dd 0d744efc 6ea52f02 9dfa1a27
blk_1074745972,15,7527fa64 9b2d5fc5 d025099d f03df6aa c2a710b9 7527fa64 2e6fb091 b8b38d27 f03df6aa c2a710b9 062ce1d0 078b4a51 078b4a51 078b4a51 3e3edddc
blk_1074718669,20,556ab96d 3186351d 1ef8f574 90218ac0 7b6da4a8 556ab96d 3a5a0b98 1ef8f574 90218ac0 7b6da4a8 556ab96d 37ce05ec 1b06c591 90218ac0 7b6da4a8 dee8ecf0 1953bef7 1953bef7 1953bef7 01953ca3
blk_1075650811,15,3e72a527 7808ed3c 5edd6953 bdfe3274 1d3da989 3e72a527 f94371e3 1f26287f bdfe3274 1d3da989 4e530c62 cf580234 cf580234 cf580234 49586621
blk_1074682440,20,2fe6bfff 3d369dff a4d6ea41 b5959e03 c346935a 2fe6bfff 8c3110d2 a4d6ea41 b5959e03 c346935a 2fe6bfff 1379476b 7f6e0507 b5959e03 c346935a 20640ed2 5eb4f013 5eb4f013 5eb4f013 04f5dde0
